State,District,Block/Tehsil,Village,No. of Surface lift Schemes according to the annual cost of maintenance - Upto Rs. 1000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.1000 to 10000 ,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.10000 to 50000,No. of Surface lift Schemes according to the annual cost of maintenance - Rs.50000 to 100000,No. of Surface lift Schemes according to the annual cost of maintenance - More than Rs. 100000
ANDHRA PRADESH,Guntur,Cherukupalle H/O Arumb,Gudavalli,0,69,0,0,0
ANDHRA PRADESH,Guntur,Cherukupalle H/O Arumb,Kavuru,0,13,0,0,0
ANDHRA PRADESH,Guntur,Cherukupalle H/O Arumb,Nadimpalle,0,10,0,0,0
ANDHRA PRADESH,Guntur,Cherukupalle H/O Arumb,Rajavolu,0,2,0,0,0
ANDHRA PRADESH,Guntur,Dachepalle,Bhatrupalem,1,0,0,0,0
ANDHRA PRADESH,Guntur,Dachepalle,Pondugula,1,0,0,0,0
ANDHRA PRADESH,Guntur,Edlapadu,Edlapadu,1,13,17,0,0
ANDHRA PRADESH,Guntur,Edlapadu,Jaladi,0,14,5,1,1
ANDHRA PRADESH,Guntur,Edlapadu,Mydavolu,0,15,17,0,0
ANDHRA PRADESH,Guntur,Edlapadu,Sandepudi,1,2,3,0,0
ANDHRA PRADESH,Guntur,Edlapadu,Solasa,0,0,0,1,0
ANDHRA PRADESH,Guntur,Edlapadu,Thimmapuram,1,2,4,0,1
ANDHRA PRADESH,Guntur,Edlapadu,Thurlapadu,2,15,1,0,0
ANDHRA PRADESH,Guntur,Edlapadu,Viswanadhuni Khandrika,1,1,1,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Boppudi,0,0,3,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Chilakaluripet (M),0,0,1,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Edavalli,0,1,3,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Gottipadu,0,2,1,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Govindapuram,4,6,3,1,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Kavuru,0,0,3,1,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Kukkapallevaripalem,0,0,1,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Murikipudi,0,0,0,0,1
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Pasumarru (R),0,0,2,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Pothavaram,0,0,1,0,0
ANDHRA PRADESH,Guntur,H/O.Purushotha Patnam,Rajapeta,0,0,7,0,0
ANDHRA PRADESH,Guntur,Ipur,Agnigundala,0,6,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Angalur,0,3,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Gundepalle,1,39,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Inumella,0,21,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Kondayapalem,0,30,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Kondramutla,0,15,0,0,0
ANDHRA PRADESH,Guntur,Ipur,Muppalla,0,2,0,0,0
ANDHRA PRADESH,Guntur,Kakumanu,Kommuru,0,0,0,1,1
ANDHRA PRADESH,Guntur,Kakumanu,Kondapatur,1,0,0,2,4
ANDHRA PRADESH,Guntur,Karlapalem,Buddam,1,0,0,0,0
ANDHRA PRADESH,Guntur,Karlapalem,Ganapavaram,0,0,0,0,1
ANDHRA PRADESH,Guntur,Karlapalem,Karlapalem,2,0,0,0,0
ANDHRA PRADESH,Guntur,Karlapalem,Perali,1,0,0,0,0
ANDHRA PRADESH,Guntur,Karlapalem,Yazali,0,5,0,0,1
ANDHRA PRADESH,Guntur,Krosuru,Ananthavaram,1,0,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Andukuru,0,21,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Balemarru,0,17,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Bayyavaram,0,22,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Dodleru,0,0,2,0,0
ANDHRA PRADESH,Guntur,Krosuru,Gudipadu,0,3,1,0,0
ANDHRA PRADESH,Guntur,Krosuru,Krosuru,0,9,2,0,0
ANDHRA PRADESH,Guntur,Krosuru,Parupalle,0,1,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Peesapadu,0,24,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Thalluru,0,1,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Vipparla,0,0,2,0,0
ANDHRA PRADESH,Guntur,Krosuru,Vutukuru,0,10,0,0,0
ANDHRA PRADESH,Guntur,Krosuru,Vuyyandana,1,5,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Chinakakani,0,1,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Kaza,1,0,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Krishnayapalem,0,1,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Kuragallu,0,1,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Mangalagiri (M),0,2,0,0,0
ANDHRA PRADESH,Guntur,Mangalagiri,Nidamarru,0,1,0,0,0
ANDHRA PRADESH,Guntur,Medikonduru,Korrapadu,5,0,0,0,0
ANDHRA PRADESH,Guntur,Medikonduru,Mandapadu,2,0,0,0,0
ANDHRA PRADESH,Guntur,Medikonduru,Mangalagiripadu,3,0,0,0,0
ANDHRA PRADESH,Guntur,Medikonduru,Pericherla,4,0,0,0,0
ANDHRA PRADESH,Guntur,Muppalla,Madala,5,0,0,0,0
ANDHRA PRADESH,Guntur,Muppalla,Muppalla,2,0,0,0,0
ANDHRA PRADESH,Guntur,Muppalla,Thondapi,1,1,0,0,0
ANDHRA PRADESH,Guntur,Nadendla,Chirumamilla,1,0,0,0,0
ANDHRA PRADESH,Guntur,Nadendla,Ganapavaram,0,1,2,0,1
ANDHRA PRADESH,Guntur,Nadendla,Gorijavolu,2,2,0,0,0
ANDHRA PRADESH,Guntur,Nadendla,Irlapadu,4,1,1,0,0
ANDHRA PRADESH,Guntur,Nadendla,Kanuparru,1,0,1,0,0
ANDHRA PRADESH,Guntur,Nadendla,Nadendla,0,0,2,0,3
ANDHRA PRADESH,Guntur,Nadendla,Sankurathripadu,0,1,0,1,0
ANDHRA PRADESH,Guntur,Nadendla,Tubadu,0,0,1,0,0
ANDHRA PRADESH,Guntur,Nagaram,Allaparru,0,7,0,0,0
ANDHRA PRADESH,Guntur,Nagaram,Edupalle,0,41,1,0,0
ANDHRA PRADESH,Guntur,Nagaram,Nagaram,0,12,0,0,0
ANDHRA PRADESH,Guntur,Nagaram,Pamidimarru,0,11,0,0,0
ANDHRA PRADESH,Guntur,Nagaram,Pedamatlapudi,0,12,0,0,0
ANDHRA PRADESH,Guntur,Nagaram,Pudiwada,0,15,0,0,0
ANDHRA PRADESH,Guntur,Nagaram,Thotapalle,0,2,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Ellamanda,0,10,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Kakani,0,11,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Kesanapalle,0,2,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Kondakavuru,0,15,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Palapadu,0,12,0,0,0
ANDHRA PRADESH,Guntur,Narasaraopet,Petlurivaripalem,0,13,0,0,0
ANDHRA PRADESH,Guntur,Nekarikallu,Chejerla,0,5,43,0,0
ANDHRA PRADESH,Guntur,Nekarikallu,Nekarikallu,0,9,54,0,0
ANDHRA PRADESH,Guntur,Nizampatnam,Amudalapalli,0,0,0,0,6
ANDHRA PRADESH,Guntur,Nizampatnam,Pregnam,0,0,0,0,2
ANDHRA PRADESH,Guntur,Nuzendla,Chintala Cheruvu,0,0,1,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Inavolu,0,15,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Kondraprolu,1,0,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Mukkellapadu,0,3,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Mulakalur,1,26,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Murthuzapuram,2,0,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Nuzendla,0,11,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Peddavaram,0,4,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Putchanuthala,0,10,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Puvvada,0,43,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,T.Annavaram,1,31,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Talarlapalle,0,8,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Tellabadu,1,42,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Thangirala,1,25,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Thimmapuram,0,16,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Tripurapuram,5,23,0,0,0
ANDHRA PRADESH,Guntur,Nuzendla,Uppalapadu,1,16,0,0,1
ANDHRA PRADESH,Guntur,Pedakakani,Nambur,0,0,2,0,0
ANDHRA PRADESH,Guntur,Pedakurapadu,Balusupadu,0,0,0,0,2
ANDHRA PRADESH,Guntur,Pedakurapadu,Chinamakkena,0,10,0,0,0
ANDHRA PRADESH,Guntur,Pedakurapadu,Jalalpuram,0,5,0,0,0
ANDHRA PRADESH,Guntur,Pedakurapadu,Lingamguntla,3,2,0,0,0
ANDHRA PRADESH,Guntur,Pedakurapadu,Mussapuram,0,2,0,0,0
ANDHRA PRADESH,Guntur,Pedakurapadu,Patibandla,2,1,0,0,1
ANDHRA PRADESH,Guntur,Pedanandipadu,Gorijavoluguntapalem,0,0,1,0,0
ANDHRA PRADESH,Guntur,Pedanandipadu,Katrapadu,0,0,1,0,0
ANDHRA PRADESH,Guntur,Pedanandipadu,Palaparru,3,0,0,0,1
ANDHRA PRADESH,Guntur,Pedanandipadu,Pedanandipadu,1,0,0,0,0
ANDHRA PRADESH,Guntur,Pedanandipadu,Rajupalem,1,0,2,0,0
ANDHRA PRADESH,Guntur,Pedanandipadu,Uppalapadu,1,0,2,0,0
ANDHRA PRADESH,Guntur,Phirangipuram,Merikapudi,0,20,0,0,0
ANDHRA PRADESH,Guntur,Phirangipuram,Nudurupadu,0,8,0,0,0
ANDHRA PRADESH,Guntur,Phirangipuram,Vemavaram,0,10,0,0,0
ANDHRA PRADESH,Guntur,Pittalavanipalem,Chandole,0,0,0,1,1
ANDHRA PRADESH,Guntur,Pittalavanipalem,Khajipalem,0,0,0,0,1
ANDHRA PRADESH,Guntur,Pittalavanipalem,Komali,0,0,0,1,0
ANDHRA PRADESH,Guntur,Pittalavanipalem,Sangupalem Kodur,0,0,1,1,0
ANDHRA PRADESH,Guntur,Ponnur,Aremanda,0,3,0,0,0
ANDHRA PRADESH,Guntur,Ponnur,Kondamudi,0,4,0,0,0
ANDHRA PRADESH,Guntur,Ponnur,Mannava,0,1,0,0,0
ANDHRA PRADESH,Guntur,Ponnur,Mulukuduru,0,38,0,0,0
ANDHRA PRADESH,Guntur,Ponnur,Ponnur (M),0,1,0,0,0
ANDHRA PRADESH,Guntur,Repalle,Bethapudi,0,29,0,0,0
ANDHRA PRADESH,Guntur,Repalle,Chodayapalem,0,23,0,0,0
ANDHRA PRADESH,Guntur,Repalle,Parisapadu,0,5,0,0,0
ANDHRA PRADESH,Guntur,Rompicherla,Machavaram,0,0,0,1,1
ANDHRA PRADESH,Guntur,Rompicherla,Vipparla,0,11,0,0,0
ANDHRA PRADESH,Guntur,Sattenapalle,Bhatlur,0,0,3,2,0
ANDHRA PRADESH,Guntur,Sattenapalle,Dhulipalla,0,27,0,0,0
ANDHRA PRADESH,Guntur,Sattenapalle,Gorantla,0,0,13,0,0
ANDHRA PRADESH,Guntur,Sattenapalle,Kattamuru,0,18,0,0,0
ANDHRA PRADESH,Guntur,Sattenapalle,Pakalapadu,0,31,0,0,0
ANDHRA PRADESH,Guntur,Sattenapalle,Rentapalla,0,13,0,0,0
ANDHRA PRADESH,Guntur,Savalyapuram H/O Kanam,Kothalur,0,0,17,0,0
ANDHRA PRADESH,Guntur,Savalyapuram H/O Kanam,Pitchikalapalem,0,0,3,0,0
ANDHRA PRADESH,Guntur,Savalyapuram H/O Kanam,Potluru,0,1,7,0,0
ANDHRA PRADESH,Guntur,Savalyapuram H/O Kanam,Sanampudi,0,4,14,0,0
ANDHRA PRADESH,Guntur,Tadepalle,Kolanukonda,0,0,1,0,0
ANDHRA PRADESH,Guntur,Tadepalle,Kunchanapalle,0,0,1,0,0
ANDHRA PRADESH,Guntur,Tadepalle,Penumaka,0,0,21,0,0
ANDHRA PRADESH,Guntur,Tadepalle,Tadepalle(M),0,0,1,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Bandarupalle,0,1,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Bejatpuram,1,12,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Kantheru,0,12,5,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Lam,0,5,1,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Nidumukkala,0,1,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Pamulapadu,0,3,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Ponnekallu,0,1,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Ravela,0,8,0,0,0
ANDHRA PRADESH,Guntur,Tadikonda,Tadikonda,0,15,0,0,0
ANDHRA PRADESH,Guntur,Thullur,Rayapudi,0,0,1,0,0
ANDHRA PRADESH,Guntur,Thullur,Thullur,0,0,2,0,0
ANDHRA PRADESH,Guntur,Vatticherukuru,Garapadu,0,0,0,0,1
ANDHRA PRADESH,Guntur,Veldurthi,Gottipalla,1,0,0,0,0
ANDHRA PRADESH,Guntur,Veldurthi,Mandadi,0,0,1,0,0
ANDHRA PRADESH,Guntur,Vemuru,Jampani,0,7,0,0,0
ANDHRA PRADESH,Guntur,Vemuru,Peravali,0,9,0,0,0
ANDHRA PRADESH,Guntur,Vemuru,Peravalipalem,0,6,1,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Andugulapadu,0,41,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Brahmanapalle (Part),0,2,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Chowtapalem,0,0,2,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Enugupalem,0,64,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Gokanakonda,2,5,1,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Nayanipalem,0,5,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Neelagangavaram,0,3,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Pedakancherla,4,46,2,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Perumallapalle,0,36,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Sivapuram,1,16,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Surepalle,1,38,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Thimmayapalem,0,1,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Ummadivaram,1,0,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Venkupalem,0,1,0,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Vinukonda(M),0,8,5,0,0
ANDHRA PRADESH,Guntur,Vinukonda,Vittamrajupalle,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Atlur,Kamalakuru,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Atlur,Muthukur,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Chapad,Chinnagurvalur,0,21,0,0,0
ANDHRA PRADESH,Kadapa,Chennur,Rachinnayapalle,0,5,5,0,0
ANDHRA PRADESH,Kadapa,Chennur,Upparapalle,0,0,0,0,1
ANDHRA PRADESH,Kadapa,Kalasapadu,Kalasapadu,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Kalasapadu,Siddamurthypalle,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Khajipet,Eturu,0,0,15,2,0
ANDHRA PRADESH,Kadapa,Khajipet,Kommaluru,0,1,7,0,0
ANDHRA PRADESH,Kadapa,Khajipet,Miduthuru,11,0,0,0,0
ANDHRA PRADESH,Kadapa,Khajipet,Thripuravaram,16,0,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Arakatavemula,0,1,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Chinna Jonnavaram,0,19,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Doddanala,0,19,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Eruvapalem,0,14,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Gadegudur,0,4,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Gopayapalle,0,3,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Korrapadu,0,3,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Kulur,0,55,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Paidala,2,50,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Tangatur,3,92,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Thondaladinne,0,2,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Velavali,0,123,0,0,0
ANDHRA PRADESH,Kadapa,Rajupalem,Vellala,0,51,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Gundlamoola,25,0,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Machupalle,4,0,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Mulapalle,7,0,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Sidhout,4,0,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Tokkolu,8,0,0,0,0
ANDHRA PRADESH,Kadapa,Sidhout,Vontithatipalle,15,0,0,0,0
ANDHRA PRADESH,Kadapa,T Sundupalle,Rayavaram,3,0,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Gotur,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Kotluru,3,0,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Lebaka,1,0,0,0,0
ANDHRA PRADESH,Kadapa,Vallur,Vallur,1,0,0,0,0
ANDHRA PRADESH,Krishna,A.Konduru,Cheemalapadu,0,0,0,1,0
ANDHRA PRADESH,Krishna,A.Konduru,Madhavaram (West),0,0,0,2,0
ANDHRA PRADESH,Krishna,Bapulapadu,Ampapuram,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Arugolanu,0,13,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Bandarugudem,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Bapulapadu,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Billanapalle,1,0,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Bommuluru,0,1,1,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Bommuluru Khandrika,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Kakulapadu,2,0,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Kanumolu,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Kodurupadu,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Kothapalle,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Koyyuru,0,1,1,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Madicherla,0,1,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Ogirala,2,14,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Tippanagunta,0,3,0,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Veeravalli,0,1,2,0,0
ANDHRA PRADESH,Krishna,Bapulapadu,Veleru,0,1,0,0,0
ANDHRA PRADESH,Krishna,Chandarlapadu,Chintalapadu,0,0,0,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Eturu,0,0,0,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Gudimetla,0,0,2,0,0
ANDHRA PRADESH,Krishna,Chandarlapadu,Katrenipalle,1,0,0,0,0
ANDHRA PRADESH,Krishna,Chandarlapadu,Kodavatikallu,0,0,0,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Pokkunuru,0,0,0,0,2
ANDHRA PRADESH,Krishna,Chandarlapadu,Popuru,0,1,0,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Punnavalli,0,0,1,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Thotaravulapadu,0,0,0,0,1
ANDHRA PRADESH,Krishna,Chandarlapadu,Vibhareetapadu,0,0,0,1,0
ANDHRA PRADESH,Krishna,Gampalagudem,Anumollanka,0,0,0,2,0
ANDHRA PRADESH,Krishna,Gampalagudem,Kanumuru,0,0,0,0,1
ANDHRA PRADESH,Krishna,Gampalagudem,Peda Komira,1,0,0,0,0
ANDHRA PRADESH,Krishna,Gampalagudem,Ummadidevarapalle,0,1,0,0,0
ANDHRA PRADESH,Krishna,Gampalagudem,Vinagadapa,0,0,0,0,1
ANDHRA PRADESH,Krishna,Gannavaram,Purushottapatnam,0,0,0,0,1
ANDHRA PRADESH,Krishna,Gannavaram,Vedurupavuluru,0,0,1,0,2
ANDHRA PRADESH,Krishna,Ghantasala,Ghantasala,0,0,1,0,0
ANDHRA PRADESH,Krishna,Ibrahimpatnam,Damuluru,0,0,0,0,2
ANDHRA PRADESH,Krishna,Ibrahimpatnam,Ibrahimpatnam(CT),0,0,0,0,1
ANDHRA PRADESH,Krishna,Ibrahimpatnam,Jupudi,0,0,1,0,0
ANDHRA PRADESH,Krishna,Ibrahimpatnam,Kondapalle(CT),0,0,0,1,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Annavaram,0,0,3,0,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Budawada,0,0,1,0,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Kowthavari Agraharam,0,1,0,0,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Mukteswarapuram,0,0,2,0,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Tripuravaram,0,0,1,0,0
ANDHRA PRADESH,Krishna,Jaggayyapeta,Vedadri,0,1,0,0,0
ANDHRA PRADESH,Krishna,Kalidindi,Pothumarru,0,0,0,0,1
ANDHRA PRADESH,Krishna,Kanchikacherla,Chevitikallu,0,0,0,1,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Keesara,0,0,0,1,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Kunikinapadu,0,0,0,1,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Munnaluru,0,0,0,1,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Pendyala,0,0,0,2,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Seri Amaravaram,0,0,0,2,0
ANDHRA PRADESH,Krishna,Kanchikacherla,Vemulapalle,0,0,0,1,0
ANDHRA PRADESH,Krishna,Koduru,Ullipalem,1,0,0,0,0
ANDHRA PRADESH,Krishna,Nagayalanka,Edurumondi,0,0,0,0,2
ANDHRA PRADESH,Krishna,Nandigama,Gollamudi,0,0,1,1,0
ANDHRA PRADESH,Krishna,Nandigama,Ithavaram,0,0,0,1,0
ANDHRA PRADESH,Krishna,Nandigama,Konathamatmakuru,0,0,1,1,0
ANDHRA PRADESH,Krishna,Nandigama,Magallu,0,0,1,0,0
ANDHRA PRADESH,Krishna,Nandigama,Raghavapuram,0,0,0,2,0
ANDHRA PRADESH,Krishna,Nandigama,Rudravaram,0,0,0,1,0
ANDHRA PRADESH,Krishna,Pedaparupudi,Moparru,0,2,0,0,0
ANDHRA PRADESH,Krishna,Penuganchiprolu,Venkatapuram,0,0,2,1,0
ANDHRA PRADESH,Krishna,Unguturu,Amudalapalle,1,19,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Elukapadu,0,8,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Koyyagurapadu,0,17,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Lankapalle Agraharam,0,3,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Ondrampadu,0,9,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Peda Avutapalle,1,0,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Pottipadu,1,0,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Telaprolu,1,0,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Unguturu,0,2,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Veldipadu Khandrika,0,4,0,0,0
ANDHRA PRADESH,Krishna,Unguturu,Vempadu,0,1,0,0,0
ANDHRA PRADESH,Krishna,Vatsavai,Indugapalle,0,1,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Chennaraopalem,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Dodda Devarapadu,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Konatalapalle,2,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Nandaluru,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Pallampalle,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Ramapuram,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Tatigummi,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Vairidhari Annavaram,1,0,0,0,0
ANDHRA PRADESH,Krishna,Veerullapadu,Vellanki,1,0,0,0,0
ANDHRA PRADESH,Kurnool,Aspari,Chinnahothur,0,0,1,0,0
ANDHRA PRADESH,Kurnool,Aspari,Muthkur,0,0,1,0,0
ANDHRA PRADESH,Kurnool,Aspari,Nagarur,0,1,1,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Ayyavari Kodur,52,14,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Bandi Atmakur,35,27,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Bhojanam,0,26,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Kakanur,20,42,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Paramatur,1,37,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Parnapalle,4,96,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Pedda Devalapuram,0,15,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Ramapuram,50,0,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Santhajutur,0,9,0,0,0
ANDHRA PRADESH,Kurnool,Bandi Atmakur,Yerraguntla,0,42,0,0,0
ANDHRA PRADESH,Kurnool,C.Belagal,Gundrevula,0,86,0,0,0
ANDHRA PRADESH,Kurnool,C.Belagal,Kondapuram,0,84,1,0,0
ANDHRA PRADESH,Kurnool,C.Belagal,Kothakota,0,60,0,0,4
ANDHRA PRADESH,Kurnool,C.Belagal,Malasomapuram,0,23,0,0,0
ANDHRA PRADESH,Kurnool,C.Belagal,Palukudoddi,0,108,0,0,0
ANDHRA PRADESH,Kurnool,Chippagiri,Bantanahal,1,0,0,0,0
ANDHRA PRADESH,Kurnool,Chippagiri,Gummanur,2,0,0,0,0
ANDHRA PRADESH,Kurnool,Dornipadu,Krislipadu,0,17,0,0,0
